iteration	thresholded?	epoch	train_loss	train_acc	val_loss	val_acc
0	0	1	0.274840772151947	0.9288466572761536	0.12668339908123016	0.9620476365089417
0	0	2	0.11855920404195786	0.9636663794517517	0.10247955471277237	0.9691085815429688
0	0	3	0.08714723587036133	0.9687585830688477	0.11391511559486389	0.969991147518158
0	0	4	0.07669824361801147	0.9723368883132935	0.1193302720785141	0.9691085815429688
0	0	5	0.06169303134083748	0.9781172871589661	0.14966335892677307	0.969991147518158
0	0	6	0.0757593959569931	0.9756399393081665	0.13718469440937042	0.9664607048034668
0	0	7	0.06439158320426941	0.9785301685333252	0.13693924248218536	0.9752868413925171
0	0	8	0.04928823933005333	0.9833471179008484	0.14648956060409546	0.9673433303833008
0	0	9	0.0610748827457428	0.9825213551521301	0.18458914756774902	0.9682259559631348
0	0	10	0.044416047632694244	0.984310507774353	0.15777289867401123	0.9646955132484436
0	0	11	0.032873328775167465	0.9878888130187988	0.18790370225906372	0.9646955132484436
0	0	12	0.052772097289562225	0.9852738976478577	0.16625016927719116	0.9655781388282776
0	0	13	0.045609161257743835	0.988301694393158	0.15933610498905182	0.9664607048034668
0	0	14	0.03539128974080086	0.9884393215179443	0.16685497760772705	0.9708737730979919
1	0	1	0.26502421498298645	0.9287090301513672	0.1209210678935051	0.9646955132484436
1	0	2	0.11693867295980453	0.9613267183303833	0.10444170236587524	0.9611650705337524
1	0	3	0.08292274177074432	0.9709606170654297	0.11625990271568298	0.9691085815429688
1	0	4	0.07739097625017166	0.9744012951850891	0.1392124742269516	0.9682259559631348
1	0	5	0.06997807323932648	0.9778420329093933	0.13051903247833252	0.969991147518158
1	0	6	0.07847308367490768	0.975089430809021	0.13147954642772675	0.9629302620887756
1	0	7	0.053615860641002655	0.9814203381538391	0.13691508769989014	0.9752868413925171
1	0	8	0.05196632817387581	0.984310507774353	0.13412944972515106	0.9682259559631348
1	0	9	0.05721389874815941	0.9814203381538391	0.11974422633647919	0.9744042158126831
1	0	10	0.06035728380084038	0.9819708466529846	0.1479131132364273	0.9664607048034668
1	0	11	0.04720522090792656	0.9859620332717896	0.16847467422485352	0.9682259559631348
1	0	12	0.05666806921362877	0.9844481348991394	0.18454571068286896	0.9585171937942505
1	0	13	0.04145041108131409	0.9872006773948669	0.16272662580013275	0.9655781388282776
1	0	14	0.040274426341056824	0.9869254231452942	0.16707521677017212	0.9664607048034668
2	0	1	0.2544049024581909	0.9307734370231628	0.11101159453392029	0.9638128876686096
2	0	2	0.1161639392375946	0.9611890912055969	0.09824080765247345	0.9673433303833008
2	0	3	0.08671172708272934	0.9720616340637207	0.12969660758972168	0.9673433303833008
2	0	4	0.07817421853542328	0.9741260409355164	0.11626368016004562	0.9682259559631348
2	0	5	0.06908435374498367	0.9777044057846069	0.15157967805862427	0.9646955132484436
2	0	6	0.06172177940607071	0.9811450839042664	0.16472522914409637	0.9664607048034668
2	0	7	0.055901095271110535	0.9825213551521301	0.15347079932689667	0.9620476365089417
2	0	8	0.050931550562381744	0.9826589822769165	0.14446301758289337	0.9611650705337524
2	0	9	0.05148538947105408	0.9829342365264893	0.1519010365009308	0.9646955132484436
2	0	10	0.05608202889561653	0.983209490776062	0.20342619717121124	0.9691085815429688
2	0	11	0.060703352093696594	0.9823837280273438	0.19412046670913696	0.9541041254997253
2	0	12	0.04875049367547035	0.9862372875213623	0.1662953495979309	0.9620476365089417
2	0	13	0.04613829776644707	0.9862372875213623	0.16966606676578522	0.9673433303833008
3	0	1	0.26006844639778137	0.924993097782135	0.1081397533416748	0.9655781388282776
3	0	2	0.11580819636583328	0.9606385827064514	0.09643405675888062	0.9708737730979919
3	0	3	0.07906945049762726	0.9723368883132935	0.10211426764726639	0.9717563986778259
3	0	4	0.07937104254961014	0.97398841381073	0.12818217277526855	0.9682259559631348
3	0	5	0.07254141569137573	0.9756399393081665	0.14549989998340607	0.9691085815429688
3	0	6	0.06890644878149033	0.9792183041572571	0.13963592052459717	0.9611650705337524
3	0	7	0.057566653937101364	0.9829342365264893	0.14884671568870544	0.9646955132484436
3	0	8	0.05524285137653351	0.983209490776062	0.13494068384170532	0.9655781388282776
3	0	9	0.05303289368748665	0.9844481348991394	0.1615774780511856	0.9673433303833008
3	0	10	0.05562743917107582	0.9827966094017029	0.24205029010772705	0.9523389339447021
3	0	11	0.057638753205537796	0.9848610162734985	0.15814834833145142	0.9664607048034668
3	0	12	0.04161454737186432	0.9881640672683716	0.17524899542331696	0.9602824449539185
3	0	13	0.03089754469692707	0.9902284741401672	0.19221189618110657	0.9638128876686096
4	0	1	0.2639097273349762	0.9292595386505127	0.1404261589050293	0.9549867510795593
4	0	2	0.1113724634051323	0.959399938583374	0.09730926901102066	0.9717563986778259
4	0	3	0.08752388507127762	0.9715111255645752	0.1212298572063446	0.9726390242576599
4	0	4	0.07596104592084885	0.9735755324363708	0.14280027151107788	0.9638128876686096
4	0	5	0.06789585947990417	0.9774291515350342	0.12887923419475555	0.9682259559631348
4	0	6	0.06186045706272125	0.978805422782898	0.1387820690870285	0.969991147518158
4	0	7	0.06908826529979706	0.9771538376808167	0.1507728546857834	0.9717563986778259
4	0	8	0.06492870301008224	0.9786677956581116	0.1508105844259262	0.9646955132484436
4	0	9	0.04678233712911606	0.9837599992752075	0.18634162843227386	0.9620476365089417
4	0	10	0.05294913053512573	0.9836223721504211	0.15574248135089874	0.969991147518158
4	0	11	0.033376265317201614	0.9891274571418762	0.20259104669094086	0.9682259559631348
4	0	12	0.04617922380566597	0.9863749146461487	0.20082801580429077	0.9549867510795593
4	0	13	0.045164838433265686	0.9859620332717896	0.18661220371723175	0.9620476365089417
4	0	14	0.04670232906937599	0.9866501688957214	0.2294834852218628	0.947043240070343
