iteration	thresholded?	threshold	precision	recall
0	0	6.8344055e-13	0.0794351279788173	1.0
0	0	8.938317e-12	0.07950530035335689	1.0
0	0	1.0030623e-11	0.07957559681697612	1.0
0	0	1.1750317e-11	0.07964601769911504	1.0
0	0	1.9437953e-11	0.07971656333038087	1.0
0	0	2.087581e-11	0.0797872340425532	1.0
0	0	2.6021327e-11	0.07985803016858918	1.0
0	0	2.7495008e-11	0.07992895204262877	1.0
0	0	4.840864e-11	0.08	1.0
0	0	5.3364806e-11	0.0800711743772242	1.0
0	0	5.479896e-11	0.08014247551202137	1.0
0	0	5.855357e-11	0.08021390374331551	1.0
0	0	6.21155e-11	0.08028545941123996	1.0
0	0	1.0448402e-10	0.08035714285714286	1.0
0	0	1.3339313e-10	0.08042895442359249	1.0
0	0	1.3530782e-10	0.08050089445438283	1.0
0	0	1.3607364e-10	0.08057296329453895	1.0
0	0	1.4277622e-10	0.08064516129032258	1.0
0	0	1.4951694e-10	0.08071748878923767	1.0
0	0	1.5050636e-10	0.0807899461400359	1.0
0	0	1.871732e-10	0.08086253369272237	1.0
0	0	2.5847124e-10	0.08093525179856115	1.0
0	0	2.901318e-10	0.081008100810081	1.0
0	0	3.1446096e-10	0.08108108108108109	1.0
0	0	3.210744e-10	0.0811541929666366	1.0
0	0	3.9165537e-10	0.0812274368231047	1.0
0	0	4.6623827e-10	0.08130081300813008	1.0
0	0	4.866037e-10	0.081374321880651	1.0
0	0	5.9671695e-10	0.08144796380090498	1.0
0	0	6.333872e-10	0.08152173913043478	1.0
0	0	6.918368e-10	0.0815956482320943	1.0
0	0	6.9656375e-10	0.08166969147005444	1.0
0	0	7.71785e-10	0.08174386920980926	1.0
0	0	7.847886e-10	0.08181818181818182	1.0
0	0	7.8766493e-10	0.0818926296633303	1.0
0	0	7.934203e-10	0.08196721311475409	1.0
0	0	8.064146e-10	0.0820419325432999	1.0
0	0	8.3950347e-10	0.08211678832116788	1.0
0	0	8.70171e-10	0.0821917808219178	1.0
0	0	1.0718404e-09	0.08226691042047532	1.0
0	0	1.1041718e-09	0.08234217749313816	1.0
0	0	1.2298418e-09	0.08241758241758242	1.0
0	0	1.230067e-09	0.08249312557286893	1.0
0	0	1.2459632e-09	0.08256880733944955	1.0
0	0	1.2995517e-09	0.08264462809917356	1.0
0	0	1.3496766e-09	0.08272058823529412	1.0
0	0	1.3498207e-09	0.0827966881324747	1.0
0	0	1.3895907e-09	0.08287292817679558	1.0
0	0	1.5144577e-09	0.08294930875576037	1.0
0	0	1.7203329e-09	0.08302583025830258	1.0
0	0	1.7218232e-09	0.08310249307479224	1.0
0	0	1.7445603e-09	0.08317929759704251	1.0
0	0	1.9326514e-09	0.08325624421831637	1.0
0	0	1.9928597e-09	0.08333333333333333	1.0
0	0	2.1260789e-09	0.08341056533827618	1.0
0	0	2.1685e-09	0.08348794063079777	1.0
0	0	2.2418805e-09	0.08356545961002786	1.0
0	0	2.390688e-09	0.08364312267657993	1.0
0	0	2.4503992e-09	0.08372093023255814	1.0
0	0	2.639798e-09	0.08379888268156424	1.0
0	0	2.7071967e-09	0.08387698042870456	1.0
0	0	2.7794371e-09	0.08395522388059702	1.0
0	0	2.828063e-09	0.08403361344537816	1.0
0	0	2.8422145e-09	0.08411214953271028	1.0
0	0	2.918893e-09	0.08419083255378859	1.0
0	0	2.9395144e-09	0.08426966292134831	1.0
0	0	2.978564e-09	0.08434864104967198	1.0
0	0	3.0103942e-09	0.08442776735459662	1.0
0	0	3.0433884e-09	0.08450704225352113	1.0
0	0	3.1794825e-09	0.08458646616541353	1.0
0	0	3.2915097e-09	0.08466603951081844	1.0
0	0	3.6692422e-09	0.0847457627118644	1.0
0	0	4.1407806e-09	0.08482563619227144	1.0
0	0	4.1457833e-09	0.08490566037735849	1.0
0	0	4.1943324e-09	0.08498583569405099	1.0
0	0	4.4092423e-09	0.08506616257088846	1.0
0	0	4.7801842e-09	0.08514664143803216	1.0
0	0	4.904017e-09	0.08522727272727272	1.0
0	0	4.9529265e-09	0.08530805687203792	1.0
0	0	5.2411004e-09	0.08538899430740038	1.0
0	0	5.2891633e-09	0.08547008547008547	1.0
0	0	5.715198e-09	0.08555133079847908	1.0
0	0	5.7262626e-09	0.08563273073263558	1.0
0	0	5.923311e-09	0.08571428571428572	1.0
0	0	6.166192e-09	0.08579599618684461	1.0
0	0	6.357755e-09	0.08587786259541985	1.0
0	0	6.413e-09	0.08595988538681948	1.0
0	0	7.007137e-09	0.08604206500956023	1.0
0	0	7.015696e-09	0.0861244019138756	1.0
0	0	7.0203807e-09	0.08620689655172414	1.0
0	0	7.2041293e-09	0.0862895493767977	1.0
0	0	7.2414905e-09	0.08637236084452975	1.0
0	0	7.95392e-09	0.08645533141210375	1.0
0	0	8.052315e-09	0.08653846153846154	1.0
0	0	8.853662e-09	0.08662175168431184	1.0
0	0	9.351384e-09	0.08670520231213873	1.0
0	0	9.416642e-09	0.08678881388621022	1.0
0	0	9.62674e-09	0.08687258687258688	1.0
0	0	1.0047604e-08	0.08695652173913043	1.0
0	0	1.039736e-08	0.08704061895551257	1.0
0	0	1.0567039e-08	0.08712487899322362	1.0
0	0	1.0994397e-08	0.0872093023255814	1.0
0	0	1.12801155e-08	0.08729388942774007	1.0
0	0	1.1470587e-08	0.08737864077669903	1.0
0	0	1.1683625e-08	0.08746355685131195	1.0
0	0	1.2478046e-08	0.08754863813229571	1.0
0	0	1.2689447e-08	0.08763388510223953	1.0
0	0	1.31985365e-08	0.08771929824561403	1.0
0	0	1.3940166e-08	0.08780487804878048	1.0
0	0	1.4674519e-08	0.087890625	1.0
0	0	1.4776022e-08	0.08797653958944282	1.0
0	0	1.5259289e-08	0.08806262230919765	1.0
0	0	1.5606531e-08	0.0881488736532811	1.0
0	0	1.607631e-08	0.08823529411764706	1.0
0	0	1.650061e-08	0.08832188420019627	1.0
0	0	1.6614269e-08	0.08840864440078586	1.0
0	0	1.7024623e-08	0.08849557522123894	1.0
0	0	1.7085032e-08	0.08858267716535433	1.0
0	0	1.7949581e-08	0.08866995073891626	1.0
0	0	1.8030352e-08	0.08875739644970414	1.0
0	0	1.8260296e-08	0.08884501480750247	1.0
0	0	1.8375873e-08	0.08893280632411067	1.0
0	0	1.99488e-08	0.08902077151335312	1.0
0	0	2.0319455e-08	0.0891089108910891	1.0
0	0	2.038226e-08	0.08919722497522299	1.0
0	0	2.0524418e-08	0.08928571428571429	1.0
0	0	2.0897911e-08	0.08937437934458789	1.0
0	0	2.1270411e-08	0.08946322067594434	1.0
0	0	2.2466589e-08	0.08955223880597014	1.0
0	0	2.2838586e-08	0.08964143426294821	1.0
0	0	2.365272e-08	0.0897308075772682	1.0
0	0	2.496396e-08	0.08982035928143713	1.0
0	0	2.500537e-08	0.0899100899100899	1.0
0	0	2.5020018e-08	0.09	1.0
0	0	2.5362116e-08	0.09009009009009009	1.0
0	0	2.5415478e-08	0.09018036072144289	1.0
0	0	2.8132211e-08	0.09027081243731194	1.0
0	0	2.8238599e-08	0.09036144578313253	1.0
0	0	2.938462e-08	0.09045226130653267	1.0
0	0	2.9391684e-08	0.09054325955734406	1.0
0	0	3.1509586e-08	0.09063444108761329	1.0
0	0	3.198193e-08	0.0907258064516129	1.0
0	0	3.2320557e-08	0.09081735620585267	1.0
0	0	3.2931883e-08	0.09090909090909091	1.0
0	0	3.5637818e-08	0.0910010111223458	1.0
0	0	3.6356585e-08	0.09109311740890688	1.0
0	0	3.6991864e-08	0.0911854103343465	1.0
0	0	3.7538868e-08	0.09127789046653144	1.0
0	0	3.7809627e-08	0.09137055837563451	1.0
0	0	3.9352553e-08	0.09146341463414634	1.0
0	0	3.9798966e-08	0.09155645981688708	1.0
0	0	4.0074717e-08	0.09164969450101833	1.0
0	0	4.0319442e-08	0.09174311926605505	1.0
0	0	4.0450235e-08	0.09183673469387756	1.0
0	0	4.0604682e-08	0.09193054136874361	1.0
0	0	4.062149e-08	0.09202453987730061	1.0
0	0	4.1687883e-08	0.09211873080859775	1.0
0	0	4.235528e-08	0.09221311475409837	1.0
0	0	4.2618e-08	0.09230769230769231	1.0
0	0	4.2751356e-08	0.09240246406570841	1.0
0	0	4.285177e-08	0.09249743062692703	1.0
0	0	4.3033108e-08	0.09259259259259259	1.0
0	0	4.7598345e-08	0.09268795056642637	1.0
0	0	4.9235613e-08	0.09278350515463918	1.0
0	0	4.948793e-08	0.09287925696594428	1.0
0	0	5.115818e-08	0.09297520661157024	1.0
0	0	5.149878e-08	0.09307135470527404	1.0
0	0	5.2057253e-08	0.09316770186335403	1.0
0	0	5.3051302e-08	0.09326424870466321	1.0
0	0	5.603291e-08	0.09336099585062241	1.0
0	0	5.966174e-08	0.09345794392523364	1.0
0	0	6.0542575e-08	0.09355509355509356	1.0
0	0	6.1082396e-08	0.09365244536940687	1.0
0	0	6.142237e-08	0.09375	1.0
0	0	6.216987e-08	0.09384775808133472	1.0
0	0	6.2276925e-08	0.09394572025052192	1.0
0	0	6.243558e-08	0.09404388714733543	1.0
0	0	6.2818785e-08	0.09414225941422594	1.0
0	0	6.373456e-08	0.09424083769633508	1.0
0	0	6.3789535e-08	0.09433962264150944	1.0
0	0	6.467135e-08	0.0944386149003148	1.0
0	0	7.0451726e-08	0.09453781512605042	1.0
0	0	7.128409e-08	0.0946372239747634	1.0
0	0	7.340871e-08	0.09473684210526316	1.0
0	0	7.844362e-08	0.09483667017913593	1.0
0	0	8.221762e-08	0.0949367088607595	1.0
0	0	8.5533244e-08	0.09503695881731784	1.0
0	0	8.613769e-08	0.09513742071881606	1.0
0	0	8.9564914e-08	0.09523809523809523	1.0
0	0	9.151906e-08	0.09533898305084745	1.0
0	0	9.2116416e-08	0.09544008483563096	1.0
0	0	9.363935e-08	0.09554140127388536	1.0
0	0	9.425793e-08	0.09564293304994687	1.0
0	0	9.478906e-08	0.09574468085106383	1.0
0	0	1.0069344e-07	0.09584664536741214	1.0
0	0	1.0463574e-07	0.09594882729211088	1.0
0	0	1.0475235e-07	0.096051227321238	1.0
0	0	1.0490011e-07	0.09615384615384616	1.0
0	0	1.0579123e-07	0.0962566844919786	1.0
0	0	1.0892521e-07	0.09635974304068523	1.0
0	0	1.1065404e-07	0.09646302250803858	1.0
0	0	1.1428467e-07	0.09656652360515021	1.0
0	0	1.1618716e-07	0.0966702470461869	1.0
0	0	1.1989616e-07	0.0967741935483871	1.0
0	0	1.2313662e-07	0.0968783638320775	1.0
0	0	1.2552253e-07	0.09698275862068965	1.0
0	0	1.2699283e-07	0.0970873786407767	1.0
0	0	1.3032874e-07	0.09719222462203024	1.0
0	0	1.3529846e-07	0.0972972972972973	1.0
0	0	1.3569401e-07	0.09740259740259741	1.0
0	0	1.3616366e-07	0.09750812567713976	1.0
0	0	1.3850236e-07	0.09761388286334056	1.0
0	0	1.4048582e-07	0.09771986970684039	1.0
0	0	1.4131207e-07	0.09782608695652174	1.0
0	0	1.4144314e-07	0.09793253536452666	1.0
0	0	1.524981e-07	0.09803921568627451	1.0
0	0	1.5457083e-07	0.09814612868047982	1.0
0	0	1.5909006e-07	0.0982532751091703	1.0
0	0	1.5986542e-07	0.09836065573770492	1.0
0	0	1.5987945e-07	0.09846827133479212	1.0
0	0	1.6181636e-07	0.09857612267250822	1.0
0	0	1.6613039e-07	0.09868421052631579	1.0
0	0	1.6615321e-07	0.09879253567508232	1.0
0	0	1.6630064e-07	0.0989010989010989	1.0
0	0	1.6645964e-07	0.09900990099009901	1.0
0	0	1.6736888e-07	0.09911894273127753	1.0
0	0	1.7620754e-07	0.09922822491730982	1.0
0	0	1.7730711e-07	0.09933774834437085	1.0
0	0	1.8218276e-07	0.09944751381215469	1.0
0	0	1.8359519e-07	0.09955752212389381	1.0
0	0	1.8619956e-07	0.09966777408637874	1.0
0	0	1.9363428e-07	0.09977827050997783	1.0
0	0	1.9471813e-07	0.09988901220865705	1.0
0	0	1.9763327e-07	0.1	1.0
0	0	1.9889956e-07	0.10011123470522804	1.0
0	0	1.9900733e-07	0.10022271714922049	1.0
0	0	1.9920631e-07	0.10033444816053512	1.0
0	0	2.0547748e-07	0.10044642857142858	1.0
0	0	2.135379e-07	0.1005586592178771	1.0
0	0	2.1368966e-07	0.10067114093959731	1.0
0	0	2.1473583e-07	0.10078387458006718	1.0
0	0	2.2425986e-07	0.10089686098654709	1.0
0	0	2.2444793e-07	0.10101010101010101	1.0
0	0	2.298008e-07	0.10112359550561797	1.0
0	0	2.2988367e-07	0.10123734533183353	1.0
0	0	2.3354033e-07	0.10135135135135136	1.0
0	0	2.3540522e-07	0.10146561443066517	1.0
0	0	2.3727735e-07	0.10158013544018059	1.0
