iter	thresholded?	epoch	train_loss	train_acc	val_loss	val_acc
0	1	1	1.167995572090149	0.9153439402580261	3.3621935844421387	0.9205648899078369
0	1	2	0.4964902698993683	0.9459561705589294	2.85530161857605	0.9205648899078369
0	1	3	0.22197182476520538	0.954270601272583	2.56827449798584	0.9205648899078369
0	1	4	0.13988366723060608	0.9667422771453857	0.6827309131622314	0.9214474558830261
0	1	5	0.11563874781131744	0.9739229083061218	0.6942411065101624	0.9355692863464355
0	1	6	0.08724476397037506	0.9788359999656677	0.3397672772407532	0.9514563083648682
0	1	7	0.06827903538942337	0.9829931855201721	0.5418792366981506	0.9505736827850342
0	1	8	0.07710134238004684	0.9867724776268005	0.5133728384971619	0.9541041254997253
0	1	9	0.058867376297712326	0.9875283241271973	0.4095267653465271	0.9655781388282776
0	1	10	0.06424755603075027	0.9837490320205688	0.5144608020782471	0.9514563083648682
0	1	11	0.2535133361816406	0.9682539701461792	2.029803991317749	0.9496910572052002
0	1	12	0.2032749354839325	0.9708994626998901	0.838762104511261	0.9620476365089417
0	1	13	0.10872737318277359	0.9841269850730896	0.443345844745636	0.9655781388282776
0	1	14	0.06534700095653534	0.987906277179718	0.6130461096763611	0.9346866607666016
1	1	1	1.2260645627975464	0.9142101407051086	0.8508867025375366	0.9205648899078369
1	1	2	0.3512163758277893	0.9538926482200623	1.741982102394104	0.9214474558830261
1	1	3	0.1805514544248581	0.9610733389854431	1.1789405345916748	0.9214474558830261
1	1	4	0.12918123602867126	0.9705215692520142	0.9454486966133118	0.9223300814628601
1	1	5	0.10736799240112305	0.9780800938606262	0.32804223895072937	0.9311562180519104
1	1	6	0.1185358315706253	0.9720332622528076	0.6504130363464355	0.9390997290611267
1	1	7	0.0681280568242073	0.9833711385726929	0.3985081911087036	0.842894971370697
1	1	8	0.04860737547278404	0.9882842302322388	0.3985455334186554	0.9611650705337524
1	1	9	0.08191441744565964	0.9833711385726929	0.5033224821090698	0.9602824449539185
1	1	10	0.041636545211076736	0.9875283241271973	0.3661717474460602	0.9708737730979919
1	1	11	0.02816729247570038	0.9924414157867432	0.5819492340087891	0.9638128876686096
1	1	12	0.05069518834352493	0.990173876285553	0.6367120146751404	0.947925865650177
1	1	13	0.1699424386024475	0.976190447807312	0.8688832521438599	0.9638128876686096
2	1	1	1.5440304279327393	0.9176114797592163	5.907837867736816	0.9205648899078369
2	1	2	0.3577064871788025	0.9516251087188721	5.760813236236572	0.9205648899078369
2	1	3	0.22746574878692627	0.9591836929321289	2.4457499980926514	0.9205648899078369
2	1	4	0.15836995840072632	0.9652305245399475	3.134188175201416	0.9214474558830261
2	1	5	0.13629479706287384	0.9743008017539978	1.5711756944656372	0.9232127070426941
2	1	6	0.08117441087961197	0.9814814925193787	1.015267252922058	0.9355692863464355
2	1	7	0.05877828598022461	0.9867724776268005	0.6736734509468079	0.9417475461959839
2	1	8	0.05935225635766983	0.9886621236801147	0.4369956851005554	0.9532215595245361
2	1	9	0.055676840245723724	0.9863945841789246	0.3687651455402374	0.9673433303833008
2	1	10	0.09661787748336792	0.9803476929664612	0.4929238557815552	0.9602824449539185
