iter	thresholded?	threshold	precision	recall
0	1	0.0	0.0794351279788173	1.0
0	1	1.5740393e-35	0.07950530035335689	1.0
0	1	7.430664e-30	0.07957559681697612	1.0
0	1	4.014814e-24	0.07964601769911504	1.0
0	1	6.2815878e-24	0.07971656333038087	1.0
0	1	5.101198e-21	0.0797872340425532	1.0
0	1	5.320317e-20	0.07897071872227152	0.9888888888888889
0	1	1.6997241e-19	0.07904085257548846	0.9888888888888889
0	1	3.2526807e-19	0.0791111111111111	0.9888888888888889
0	1	1.3590008e-18	0.0791814946619217	0.9888888888888889
0	1	9.451453e-18	0.0792520035618878	0.9888888888888889
0	1	2.8962988e-17	0.0784313725490196	0.9777777777777777
0	1	4.5830842e-17	0.07850133809099019	0.9777777777777777
0	1	5.760329e-17	0.07767857142857143	0.9666666666666667
0	1	6.1181e-17	0.0777479892761394	0.9666666666666667
0	1	7.9943446e-17	0.0778175313059034	0.9666666666666667
0	1	2.530509e-16	0.07788719785138765	0.9666666666666667
0	1	3.9663313e-16	0.07795698924731183	0.9666666666666667
0	1	6.1127377e-16	0.07802690582959641	0.9666666666666667
0	1	9.063623e-16	0.07809694793536805	0.9666666666666667
0	1	4.905043e-14	0.07816711590296496	0.9666666666666667
0	1	4.9935696e-14	0.07823741007194245	0.9666666666666667
0	1	1.7469376e-13	0.0783078307830783	0.9666666666666667
0	1	1.095847e-12	0.07837837837837838	0.9666666666666667
0	1	1.5039141e-12	0.07844905320108206	0.9666666666666667
0	1	2.317175e-12	0.07851985559566788	0.9666666666666667
0	1	2.3484368e-12	0.07859078590785908	0.9666666666666667
0	1	2.7930644e-12	0.07866184448462929	0.9666666666666667
0	1	3.3403998e-12	0.07873303167420814	0.9666666666666667
0	1	3.758708e-12	0.07880434782608696	0.9666666666666667
0	1	5.25177e-12	0.07887579329102448	0.9666666666666667
0	1	1.1062787e-11	0.07894736842105263	0.9666666666666667
0	1	1.29627515e-11	0.07901907356948229	0.9666666666666667
0	1	1.5559871e-11	0.07909090909090909	0.9666666666666667
0	1	1.8216888e-11	0.0791628753412193	0.9666666666666667
0	1	3.534458e-11	0.07923497267759563	0.9666666666666667
0	1	5.0991326e-11	0.07930720145852324	0.9666666666666667
0	1	8.141756e-11	0.07937956204379562	0.9666666666666667
0	1	1.0223335e-10	0.07945205479452055	0.9666666666666667
0	1	1.7241261e-10	0.07952468007312614	0.9666666666666667
0	1	1.8475244e-10	0.07959743824336687	0.9666666666666667
0	1	2.3080733e-10	0.07967032967032966	0.9666666666666667
0	1	2.529426e-10	0.07974335472043996	0.9666666666666667
0	1	4.841273e-10	0.0798165137614679	0.9666666666666667
0	1	1.6209655e-09	0.07988980716253444	0.9666666666666667
0	1	1.6306435e-09	0.07996323529411764	0.9666666666666667
0	1	1.9806994e-09	0.08003679852805888	0.9666666666666667
0	1	2.739934e-09	0.08011049723756906	0.9666666666666667
0	1	3.0661935e-09	0.08018433179723503	0.9666666666666667
0	1	3.5540255e-09	0.08025830258302583	0.9666666666666667
0	1	4.180467e-09	0.08033240997229917	0.9666666666666667
0	1	6.030526e-09	0.08040665434380777	0.9666666666666667
0	1	6.270994e-09	0.08048103607770583	0.9666666666666667
0	1	8.046143e-09	0.08055555555555556	0.9666666666666667
0	1	8.969925e-09	0.08063021316033364	0.9666666666666667
0	1	1.1252417e-08	0.08070500927643785	0.9666666666666667
0	1	1.2219603e-08	0.0807799442896936	0.9666666666666667
0	1	1.4596915e-08	0.08085501858736059	0.9666666666666667
0	1	1.498057e-08	0.08093023255813954	0.9666666666666667
0	1	1.5624162e-08	0.08100558659217877	0.9666666666666667
0	1	1.6933233e-08	0.08108108108108109	0.9666666666666667
0	1	1.9250479e-08	0.08115671641791045	0.9666666666666667
0	1	2.2280743e-08	0.08123249299719888	0.9666666666666667
0	1	2.349678e-08	0.08130841121495327	0.9666666666666667
0	1	2.3613593e-08	0.0813844714686623	0.9666666666666667
0	1	2.839317e-08	0.08146067415730338	0.9666666666666667
0	1	3.0287506e-08	0.08153701968134958	0.9666666666666667
0	1	3.2743856e-08	0.08161350844277673	0.9666666666666667
0	1	3.5253137e-08	0.08169014084507042	0.9666666666666667
0	1	3.5484256e-08	0.08176691729323309	0.9666666666666667
0	1	3.566168e-08	0.08184383819379115	0.9666666666666667
0	1	3.8387466e-08	0.08192090395480225	0.9666666666666667
0	1	4.290632e-08	0.08199811498586239	0.9666666666666667
0	1	4.8512796e-08	0.0820754716981132	0.9666666666666667
0	1	7.97869e-08	0.0821529745042493	0.9666666666666667
0	1	8.985169e-08	0.08223062381852551	0.9666666666666667
0	1	9.130199e-08	0.08230842005676443	0.9666666666666667
0	1	9.229986e-08	0.08238636363636363	0.9666666666666667
0	1	9.891211e-08	0.08246445497630332	0.9666666666666667
0	1	1.4138217e-07	0.0825426944971537	0.9666666666666667
0	1	1.5018927e-07	0.08262108262108261	0.9666666666666667
0	1	1.6303093e-07	0.08269961977186312	0.9666666666666667
0	1	1.6766636e-07	0.08277830637488107	0.9666666666666667
0	1	1.9821142e-07	0.08285714285714285	0.9666666666666667
0	1	2.4694313e-07	0.08293612964728313	0.9666666666666667
0	1	2.9638207e-07	0.08301526717557252	0.9666666666666667
0	1	3.3781717e-07	0.0830945558739255	0.9666666666666667
0	1	3.5939468e-07	0.08317399617590822	0.9666666666666667
0	1	3.6964713e-07	0.08325358851674641	0.9666666666666667
0	1	3.864526e-07	0.08333333333333333	0.9666666666666667
0	1	3.973124e-07	0.08341323106423777	0.9666666666666667
0	1	4.4721028e-07	0.08349328214971209	0.9666666666666667
0	1	5.5728657e-07	0.08357348703170028	0.9666666666666667
0	1	5.9514383e-07	0.08365384615384615	0.9666666666666667
0	1	6.2087037e-07	0.08373435996150144	0.9666666666666667
0	1	6.4053864e-07	0.0838150289017341	0.9666666666666667
0	1	6.861805e-07	0.08389585342333655	0.9666666666666667
0	1	6.955819e-07	0.08397683397683398	0.9666666666666667
0	1	7.224338e-07	0.08405797101449275	0.9666666666666667
0	1	7.969684e-07	0.08413926499032882	0.9666666666666667
0	1	8.282641e-07	0.08422071636011616	0.9666666666666667
0	1	8.475509e-07	0.08430232558139535	0.9666666666666667
0	1	8.9921184e-07	0.08438409311348205	0.9666666666666667
0	1	1.1501179e-06	0.08446601941747572	0.9666666666666667
0	1	1.1794319e-06	0.08454810495626822	0.9666666666666667
0	1	1.2522318e-06	0.08463035019455253	0.9666666666666667
0	1	1.3478412e-06	0.08471275559883155	0.9666666666666667
0	1	1.3564668e-06	0.0847953216374269	0.9666666666666667
0	1	1.3760474e-06	0.08487804878048781	0.9666666666666667
0	1	1.5192675e-06	0.0849609375	0.9666666666666667
0	1	1.5243514e-06	0.08504398826979472	0.9666666666666667
0	1	1.5482148e-06	0.08414872798434442	0.9555555555555556
0	1	1.687348e-06	0.0842311459353575	0.9555555555555556
0	1	1.9479053e-06	0.08431372549019608	0.9555555555555556
0	1	2.0519367e-06	0.08439646712463199	0.9555555555555556
0	1	2.1392977e-06	0.08447937131630648	0.9555555555555556
0	1	2.322046e-06	0.08456243854473942	0.9555555555555556
0	1	2.4202677e-06	0.08464566929133858	0.9555555555555556
0	1	2.546093e-06	0.08472906403940887	0.9555555555555556
0	1	2.5755378e-06	0.08481262327416174	0.9555555555555556
0	1	2.5915874e-06	0.08489634748272458	0.9555555555555556
0	1	2.746644e-06	0.08498023715415019	0.9555555555555556
0	1	2.97285e-06	0.08506429277942631	0.9555555555555556
0	1	3.1291693e-06	0.08514851485148515	0.9555555555555556
0	1	3.150928e-06	0.08523290386521308	0.9555555555555556
0	1	3.3069966e-06	0.08531746031746032	0.9555555555555556
0	1	3.6789259e-06	0.08540218470705065	0.9555555555555556
0	1	3.788315e-06	0.08548707753479125	0.9555555555555556
0	1	4.389636e-06	0.08557213930348259	0.9555555555555556
0	1	4.6042483e-06	0.08565737051792828	0.9555555555555556
0	1	4.761337e-06	0.08574277168494517	0.9555555555555556
0	1	4.82222e-06	0.08582834331337326	0.9555555555555556
0	1	4.8251272e-06	0.08591408591408592	0.9555555555555556
0	1	4.9385853e-06	0.086	0.9555555555555556
0	1	5.068889e-06	0.08608608608608609	0.9555555555555556
0	1	5.2135333e-06	0.08617234468937876	0.9555555555555556
0	1	6.2256e-06	0.08625877632898696	0.9555555555555556
0	1	6.6583766e-06	0.08634538152610442	0.9555555555555556
0	1	7.148899e-06	0.0864321608040201	0.9555555555555556
0	1	7.2490916e-06	0.08651911468812877	0.9555555555555556
0	1	7.8997655e-06	0.0866062437059416	0.9555555555555556
0	1	7.990256e-06	0.08669354838709678	0.9555555555555556
0	1	8.5886695e-06	0.08678102926337034	0.9555555555555556
0	1	9.216805e-06	0.08686868686868687	0.9555555555555556
0	1	9.602904e-06	0.08695652173913043	0.9555555555555556
0	1	9.606999e-06	0.08704453441295547	0.9555555555555556
0	1	9.9342515e-06	0.08713272543059777	0.9555555555555556
0	1	1.01522355e-05	0.0872210953346856	0.9555555555555556
