iter	thresholded?	epoch	train_loss	train_acc	val_loss	val_acc
0	0	1	0.7767316699028015	0.9040060639381409	0.3333706855773926	0.9205648899078369
0	0	2	0.31703925132751465	0.9225245714187622	13.349132537841797	0.07943512499332428
0	0	3	0.2792801856994629	0.9281935095787048	2.805650234222412	0.08296557515859604
0	0	4	0.1950444132089615	0.9440665245056152	0.5746662616729736	0.7422771453857422
0	0	5	0.16439935564994812	0.954270601272583	0.4077273905277252	0.9258605241775513
0	0	6	0.14226655662059784	0.9603174328804016	0.24000941216945648	0.9399823546409607
0	0	7	0.11877124011516571	0.9652305245399475	0.21390995383262634	0.947925865650177
0	0	8	0.10063537955284119	0.9690098166465759	0.1864529252052307	0.9541041254997253
0	0	9	0.08946464210748672	0.9690098166465759	0.17092369496822357	0.9567520022392273
0	0	10	0.07492681592702866	0.975812554359436	0.13485024869441986	0.9664607048034668
0	0	11	0.0684959888458252	0.9777022004127502	0.6126532554626465	0.5657546520233154
0	0	12	0.05557892844080925	0.9803476929664612	0.13585293292999268	0.9691085815429688
0	0	13	0.049671463668346405	0.9826152920722961	0.1291016787290573	0.9752868413925171
0	0	14	0.054123200476169586	0.9829931855201721	0.13186843693256378	0.9779346585273743
0	0	15	0.050032515078783035	0.9837490320205688	0.1950397491455078	0.9708737730979919
0	0	16	0.05554363504052162	0.9837490320205688	0.21454520523548126	0.9655781388282776
0	0	17	0.05777444690465927	0.9814814925193787	0.19629615545272827	0.9708737730979919
0	0	18	0.04578400403261185	0.9845049381256104	0.22886618971824646	0.9673433303833008
0	0	19	0.0589560903608799	0.9837490320205688	0.10195005685091019	0.9735216498374939
iter	thresholded?	epoch	train_loss	train_acc	val_loss	val_acc
0	1	1	1.454590916633606	0.9119425415992737	1.2672514915466309	0.9205648899078369
0	1	2	0.5780975818634033	0.9429327249526978	2.338904857635498	0.9205648899078369
0	1	3	0.3609107434749603	0.9523809552192688	4.507021903991699	0.9205648899078369
0	1	4	0.15582852065563202	0.9701436161994934	4.5247979164123535	0.9205648899078369
0	1	5	0.1581454873085022	0.976190447807312	3.067105531692505	0.9205648899078369
0	1	6	0.11555971950292587	0.975812554359436	1.2541345357894897	0.9258605241775513
0	1	7	0.08136148750782013	0.9841269850730896	0.6809671521186829	0.946160614490509
0	1	8	0.08045472204685211	0.9856386780738831	0.3299286663532257	0.9532215595245361
0	1	9	0.05376076698303223	0.9856386780738831	0.4415731132030487	0.9593998193740845
0	1	10	0.06699769198894501	0.9856386780738831	0.4944363832473755	0.9567520022392273
0	1	11	0.05199990049004555	0.9863945841789246	0.4217917323112488	0.9593998193740845
0	1	12	0.09336410462856293	0.9837490320205688	0.973164975643158	0.9426301717758179
0	1	13	0.05597485974431038	0.9894179701805115	0.6121968626976013	0.9567520022392273
0	1	14	0.03576243668794632	0.9909297227859497	0.8332937955856323	0.9558693766593933
1	0	1	1.0228339433670044	0.8862434029579163	4.13288688659668	0.08120035380125046
1	0	2	0.30003783106803894	0.9255480170249939	3.3776657581329346	0.9205648899078369
1	0	3	0.2232707291841507	0.9406651258468628	2.360499858856201	0.9205648899078369
1	0	4	0.15773536264896393	0.9538926482200623	2.2045326232910156	0.9205648899078369
1	0	5	0.14058227837085724	0.9618291854858398	1.2386338710784912	0.9223300814628601
1	0	6	0.11419675499200821	0.9690098166465759	0.7899622917175293	0.9285084009170532
1	0	7	0.08732549846172333	0.9739229083061218	0.19354937970638275	0.9532215595245361
1	0	8	0.08870936930179596	0.9746787548065186	0.2132783681154251	0.9549867510795593
1	0	9	0.10119041800498962	0.9678760170936584	0.5743701457977295	0.9505736827850342
1	0	10	0.11482600122690201	0.9708994626998901	0.1269182711839676	0.9655781388282776
1	0	11	0.05219681188464165	0.9829931855201721	0.1179494708776474	0.9682259559631348
1	0	12	0.03827960789203644	0.9875283241271973	0.1398390680551529	0.9717563986778259
1	0	13	0.04186200723052025	0.9852607846260071	0.14950498938560486	0.9691085815429688
1	0	14	0.05342622846364975	0.9863945841789246	0.22765959799289703	0.9629302620887756
1	0	15	0.03107076697051525	0.9920634627342224	0.5682116746902466	0.9382171034812927
1	0	16	0.027389217168092728	0.9886621236801147	0.3558889925479889	0.9002647995948792
1	0	17	0.03294460475444794	0.9882842302322388	0.11115150153636932	0.9726390242576599
1	0	18	0.053897179663181305	0.9833711385726929	0.32723096013069153	0.9664607048034668
